name,copies,lists,status,oracle_first_80
"Deep-Sea Kraken",14,14,partial,"This creature can't be blocked. Suspend 9—{2}{U} (Rather than cast this card fro"
"Golgari Thug",14,14,partial,"When this creature dies, put target creature card from your graveyard on top of "
"Kellan Joins Up",14,14,partial,"When Kellan Joins Up enters, you may exile a nonland card with mana value 3 or l"
"Cranial Plating",14,14,partial,"Equipped creature gets +1/+0 for each artifact you control. {B}{B}: Attach this "
"Chief Engineer",14,14,partial,"Artifact spells you cast have convoke. (Your creatures can help cast those spell"
"Neheb, Dreadhorde Champion",14,14,partial,"Trample Whenever Neheb deals combat damage to a player or planeswalker, you may "
"Walking Bulwark",14,14,partial,"Defender {2}: Until end of turn, target creature with defender gains haste, can "
"Anafenza, Unyielding Lineage",14,14,partial,"Flash First strike Whenever another nontoken creature you control dies, Anafenza"
"Quick Sliver",14,14,partial,"Flash Any player may cast Sliver spells as though they had flash."
"Bottle-Cap Blast",14,14,partial,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after "
"Siege Dragon",14,14,partial,"Flying When this creature enters, destroy all Walls your opponents control. When"
"Erebos's Intervention",14,14,partial,"Choose one — • Target creature gets -X/-X until end of turn. You gain X life. • "
"Assemble the Players",14,14,partial,"You may look at the top card of your library any time. Once each turn, you may c"
"Blacksmith's Talent",14,14,partial,"(Gain the next level as a sorcery to add its ability.) When this Class enters, c"
"Cosmic Hunger",14,14,partial,"Target creature you control deals damage equal to its power to another target cr"
"Sliver Legion",14,14,partial,"All Sliver creatures get +1/+1 for each other Sliver on the battlefield."
"Syphon Sliver",14,14,partial,"Sliver creatures you control have lifelink. (Damage dealt by a Sliver creature y"
"Kumano Faces Kakkazan // Etching of Kumano",14,14,partial,"(As this Saga enters and after your draw step, add a lore counter.) I — This Sag"
"Control Magic",14,14,partial,"Enchant creature You control enchanted creature."
"Winding Way",14,14,partial,"Choose creature or land. Reveal the top four cards of your library. Put all card"
"Heliod's Punishment",14,14,partial,"Enchant creature This Aura enters with four task counters on it. Enchanted creat"
"Verdant Rejuvenation",14,14,partial,"Seek X creature, enchantment, and/or planeswalker cards, where X is the highest "
"Weave the Nightmare",14,14,partial,"Choose one. If you control a nonland permanent you don't own as you cast this sp"
"A-Nadu, Winged Wisdom",14,14,partial,"Flying Whenever a creature you control becomes the target of a spell or ability,"
"Urza's Construction Drone",14,14,partial,"When Urza's Construction Drone enters, conjure cards named Urza's Mine, Urza's P"
"A-Iridescent Hornbeetle",14,14,partial,"At the beginning of your end step, create a 1/1 green Insect creature token for "
"Lyse Hext",13,13,partial,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until e"
"Bard, King of Dale",13,13,partial,"Reach, vigilance If you would draw a card except the first one you draw in each "
"Watery Grasp",13,13,partial,"Enchant creature Enchanted creature doesn't untap during its controller's untap "
"Baron Helmut Zemo",13,13,partial,"Whenever you cast a black spell from your hand, Baron Helmut Zemo connives. Boas"
"Green Sun's Twilight",13,13,partial,"Reveal the top X plus one cards of your library. Choose a creature card and/or a"
"Temur Battlecrier",13,13,partial,"During your turn, spells you cast cost {1} less to cast for each creature you co"
"Thundermane Dragon",13,13,partial,"Flying You may look at the top card of your library any time. You may cast creat"
"Betor, Kin to All",13,13,partial,"Flying At the beginning of your end step, if creatures you control have total to"
"Fire Nation Turret",13,13,partial,"At the beginning of combat on your turn, up to one target creature gets +2/+0 an"
"Goliath Daydreamer",13,13,partial,"Whenever you cast an instant or sorcery spell from your hand, exile that card wi"
"Azula, Cunning Usurper",13,13,partial,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until"
"Surge to Victory",13,13,partial,"Exile target instant or sorcery card from your graveyard. Creatures you control "
"Tin Street Dodger",13,13,partial,"Haste {R}: This creature can't be blocked this turn except by creatures with def"
"Muxus, Goblin Grandee",13,13,partial,"When Muxus enters, reveal the top six cards of your library. Put all Goblin crea"
"The Great Goblin",13,13,partial,"Whenever you put one or more counters on a Goblin, Orc, or Army you control, The"
"Bolg of the North",13,13,partial,"When Bolg enters, you may sacrifice another creature. When you do, Bolg deals da"
"The Mouth of Sauron",13,13,partial,"When The Mouth of Sauron enters, target player mills three cards. Then amass Orc"
"Nuclear Fallout",13,13,partial,"Each creature gets twice -X/-X until end of turn. Each player gets X rad counter"
"Gluntch, the Bestower",13,13,partial,"Flying At the beginning of your end step, choose a player. They put two +1/+1 co"
"Super-Soldier Serum",13,13,partial,"Enchant creature Enchanted creature gets +2/+2, has first strike and vigilance, "
"Nissa, Vital Force",13,13,partial,"+1: Untap target land you control. Until your next turn, it becomes a 5/5 Elemen"
"Infectious Inquiry",13,13,partial,"You draw two cards and you lose 2 life. Each opponent gets a poison counter."
"Possibility Storm",13,13,partial,"Whenever a player casts a spell from their hand, that player exiles it, then exi"
"Fertilid",13,13,partial,"This creature enters with two +1/+1 counters on it. {1}{G}, Remove a +1/+1 count"
"Spinerock Tyrant",13,13,partial,"Flying Wither (This deals damage to creatures in the form of -1/-1 counters.) Wh"
"Wave of Reckoning",13,13,partial,"Each creature deals damage to itself equal to its power."
"Screeching Scorchbeast",13,13,partial,"Flying, menace Whenever this creature attacks, each player gets two rad counters"
"Retether",13,13,partial,"Return each Aura card from your graveyard to the battlefield. Only creatures can"
"Kefka, Dancing Mad",13,13,partial,"During your turn, Kefka has indestructible. At the beginning of your end step, e"
"Telepathy",13,13,partial,"Your opponents play with their hands revealed."
"Helm of Awakening",13,13,partial,"Spells cost {1} less to cast."
"Lluwen, Exchange Student // Pest Friend",13,13,partial,"Lluwen enters prepared. (While it's prepared, you may cast a copy of its spell. "
"Brass Infiniscope",13,13,partial,"{T}: Add {C}{C}. When you next cast a spell with {X} in its mana cost this turn,"
"Ratadrabik of Urborg",13,13,partial,"Vigilance, ward {2} Other Zombies you control have vigilance. Whenever another l"
"Loki, the Deceiver",13,13,partial,"Whenever Loki attacks, create a tapped and attacking token that's a copy of anot"
"Rocksteady, Mutant Marauder",13,13,partial,"Partner with Bebop, Skull & Crossbones (When this creature enters, target player"
"The Unbeatable Squirrel Girl",13,13,partial,"Do You Like Squirrels? — Whenever The Unbeatable Squirrel Girl enters or attacks"
"Ral, Storm Conduit",13,13,partial,"Whenever you cast or copy an instant or sorcery spell, Ral deals 1 damage to tar"
"Victory Chimes",13,13,partial,"Untap this artifact during each other player's untap step. {T}: A player of your"
"Kimahri, Valiant Guardian",13,13,partial,"Vigilance Ronso Rage — At the beginning of combat on your turn, put a +1/+1 coun"
"Level Up",13,13,partial,"Enchant creature When this Aura enters, put a +1/+1 counter on enchanted creatur"
"Wildgrowth Archaic",13,13,partial,"Reach, trample Converge — This creature enters with a +1/+1 counter on it for ea"
"Tree of Redemption",13,13,partial,"Defender {T}: Exchange your life total with this creature's toughness."
"Ninja's Blades",13,13,partial,"Job select Equipped creature gets +1/+1, is a Ninja in addition to its other typ"
"Locke, Treasure Hunter",13,13,partial,"Locke can't be blocked by creatures with greater power. Mug — Whenever Locke att"
"Godo, Bandit Warlord",13,13,partial,"When Godo enters, you may search your library for an Equipment card, put it onto"
"Batterskull",13,13,partial,"Living weapon (When this Equipment enters, create a 0/0 black Phyrexian Germ cre"
"Hideous Taskmaster",13,13,partial,"Devoid (This card has no color.) When you cast this spell, for each opponent, ga"
"Svyelun of Sea and Sky",13,13,partial,"Svyelun has indestructible as long as you control at least two other Merfolk. Wh"
"Valley Questcaller",13,13,partial,"Whenever one or more other Rabbits, Bats, Birds, and/or Mice you control enter, "
"Korvold and the Noble Thief",13,13,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Molecule Man",13,13,partial,"Nonland cards in your hand have miracle {0}. (You may cast a card for its miracl"
"Savage Beating",13,13,partial,"Cast this spell only during combat on your turn. Choose one — • Creatures you co"
"Calix, Destiny's Hand",13,13,partial,"+1: Look at the top four cards of your library. You may reveal an enchantment ca"
"Netherborn Altar",13,13,partial,"{T}, Put a soul counter on this artifact: Put your commander into your hand from"
"Horned Loch-Whale // Lagoon Breach",13,13,partial,"Flash Ward {2} This creature enters tapped unless it's your turn. // The owner o"
"Katara, Bending Prodigy",13,13,partial,"At the beginning of your end step, if Katara is tapped, put a +1/+1 counter on h"
"Secret of Bloodbending",13,13,partial,"As an additional cost to cast this spell, you may waterbend {10}. You control ta"
"Aminatou's Augury",13,13,partial,"Exile the top eight cards of your library. You may put a land card from among th"
"Archon of Coronation",13,13,partial,"Flying When this creature enters, you become the monarch. As long as you're the "
"Court of Locthwain",13,13,partial,"When this enchantment enters, you become the monarch. At the beginning of your u"
"Karai, Future of the Foot",13,13,partial,"Sneak {2}{W}{B} (You may cast this spell for {2}{W}{B} if you also return an unb"
"Wall of Reverence",13,13,partial,"Defender, flying At the beginning of your end step, you may gain life equal to t"
"Zoyowa Lava-Tongue",13,13,partial,"Deathtouch At the beginning of your end step, if you descended this turn, each o"
"Old Rutstein",13,13,partial,"When Old Rutstein enters and at the beginning of your upkeep, mill a card. If a "
"Along the Crooked Way",13,13,partial,"When this enchantment enters, return target creature card from your graveyard to"
"Revivify",13,13,partial,"Roll a d20 and add the number of creature cards in your graveyard that were put "
"Wyll's Reversal",13,13,partial,"Choose target spell or ability with one or more targets. Roll a d20 and add the "
"Ebony Fly",13,13,partial,"This artifact enters tapped. {T}: Add {C}. {4}: Roll a d6. Until end of turn, yo"
"Drafna, Founder of Lat-Nam",13,13,partial,"{1}{U}: Return target artifact you control to its owner's hand. {3}, {T}: Copy t"
"Virulent Silencer",13,13,partial,"Whenever a nontoken artifact creature you control deals combat damage to a playe"
"Tolarian Winds",13,13,partial,"Discard all the cards in your hand, then draw that many cards."
"Summon: Primal Garuda",13,13,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Mind's Dilation",13,13,partial,"Whenever an opponent casts their first spell each turn, that player exiles the t"
"Filth",13,13,partial,"Swampwalk (This creature can't be blocked as long as defending player controls a"
"Ancestral Statue",13,13,partial,"When this creature enters, return a nonland permanent you control to its owner's"
